SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Liveness,Valence,Tempo,Duration_ms
Mizaaj,T-Pain,82,0.73,0.703,0,-5.672,0.0657,0.595,138.113,192120
Tattoo,Dua Lipa,82,0.73,0.703,0,-5.672,0.0657,0.595,138.113,192120
Challa,Alan Walker,0,0.688,0.702,7,-4.792,0.128,0.74,94.007,192191
Lucky You,Bebe Rexha,61,0.344,0.873,10,-3.387,0.153,0.307,170.041,192353
Mad at Disney,Bebe Rexha,61,0.344,0.873,10,-3.387,0.153,0.307,170.041,192353
Donda Chant,Duncan Laurence,48,0.886,0.818,11,-3.649,0.0687,0.469,95.05,192387
Somebody That I Used To Know,Rihanna,67,0.736,0.622,6,-4.653,0.151,0.506,191.971,192779
Is It Just Me?,Carlos Rafael Rivera,72,0.663,0.577,11,-7.518,0.12,0.454,89.996,193200
MONTERO,Jonas Blue,72,0.663,0.577,11,-7.518,0.12,0.454,89.996,193200
Body,Empire of the Sun,79,0.758,0.712,7,-3.781,0.0677,0.795,149.998,193387
Love Is Gone ,Zane Hijazi,79,0.758,0.712,7,-3.781,0.0677,0.795,149.998,193387
Playing Mr. Ganz,Post Malone,79,0.758,0.712,7,-3.781,0.0677,0.795,149.998,193387
The Monster,Olivia Rodrigo,79,0.758,0.712,7,-3.781,0.0677,0.795,149.998,193387
Rather Be,The Chainsmokers,70,0.596,0.366,7,-11.144,0.0554,0.229,84.394,193668
Move Ya Hips,Calvin Harris,49,0.784,0.826,4,-4.517,0.125,0.269,103.913,193846
All We Need,Ariana Grande,0,0.701,0.425,7,-10.965,0.1,0.562,135.128,194088
Godzilla,Billie Eilish,0,0.701,0.425,7,-10.965,0.1,0.562,135.128,194088
Scars To Your Beautiful,Sasha Alex Sloan,0,0.701,0.425,7,-10.965,0.1,0.562,135.128,194088
Hall of Fame,Ed Sheeran,73,0.667,0.613,1,-5.353,0.115,0.47,91.024,194453
human,Marshmello,70,0.906,0.474,1,-6.124,0.286,0.656,106.976,194607
Wiser,The Chainsmokers,0,0.65,0.613,9,-6.13,0.267,0.0804,149.972,194621
Jar of Hearts,Arman Cekin,66,0.584,0.607,11,-6.605,0.101,0.374,117.817,194827
New Love,The Chainsmokers,66,0.584,0.607,11,-6.605,0.101,0.374,117.817,194827
Idk,Yoke Lore,54,0.695,0.62,8,-8.082,0.111,0.62,150.032,194900
Dil Haare,Justin Bieber,43,0.597,0.323,5,-11.992,0.0799,0.358,75.006,195080
Imagine,Demons Of Ruby Mae,43,0.597,0.323,5,-11.992,0.0799,0.358,75.006,195080
Lose My Mind,The Paper Kites,43,0.597,0.323,5,-11.992,0.0799,0.358,75.006,195080
Demons,blackbear,58,0.692,0.461,9,-8.847,0.0876,0.771,180.036,195213
Plain Jane,The Local Train,77,0.63,0.694,11,-6.257,0.0719,0.216,97.005,195519
Where Do We Go From Here,Harry Styles,77,0.63,0.694,11,-6.257,0.0719,0.216,97.005,195519
Slow Clap,Imagine Dragons,79,0.501,0.519,4,-5.88,0.454,0.168,133.99,195707
Death By A Thousand Cuts ,blackbear,76,0.423,0.634,6,-5.877,0.189,0.467,150.978,195840
RAPSTAR,The Chainsmokers,78,0.813,0.627,11,-5.018,0.131,0.801,130.011,195853
YUSO,Taylor Swift,78,0.813,0.627,11,-5.018,0.131,0.801,130.011,195853
Zombie,Taylor Swift,78,0.813,0.627,11,-5.018,0.131,0.801,130.011,195853
Stitches,Pop Smoke,83,0.732,0.396,4,-9.348,0.105,0.548,90.024,195920
Dirty Dancer,Duncan Laurence,65,0.885,0.543,2,-6.338,0.154,0.43,99.026,195992
Sucker,Tyga,65,0.885,0.543,2,-6.338,0.154,0.43,99.026,195992
All of Me,Money Man,72,0.635,0.554,2,-3.975,0.116,0.315,156.822,196147
This Is What You Came For,Pop Smoke,72,0.635,0.554,2,-3.975,0.116,0.315,156.822,196147
Two Sides Of The Same Coin,Ava Max,72,0.635,0.554,2,-3.975,0.116,0.315,156.822,196147
Relax Take It Easy,Tones And I,33,0.696,0.891,7,-5.211,0.206,0.532,104.004,196154
Rosyln,Juice WRLD,53,0.64,0.537,0,-5.452,0.11,0.0676,112.868,196188
Beige,The Local Train,82,0.553,0.586,11,-6.319,0.0813,0.443,126.684,196373
Going Dumb,Billie Eilish,80,0.749,0.535,4,-6.785,0.0982,0.601,123.042,196607
Jail,OneRepublic,80,0.749,0.535,4,-6.785,0.0982,0.601,123.042,196607
Let You Know,Leona Lewis,80,0.749,0.535,4,-6.785,0.0982,0.601,123.042,196607
Believer,Coldplay,78,0.73,0.861,1,-4.1,0.213,0.704,117.965,196613
Baby,Christina Perri,71,0.528,0.453,4,-9.398,0.104,0.281,119.761,196678
Short Change Hero,Olivia Rodrigo,71,0.528,0.453,4,-9.398,0.104,0.281,119.761,196678
Hurts Sometimes,Marshmello,84,0.752,0.505,9,-7.621,0.104,0.419,91.97,197437
Humble,Marshmello,76,0.538,0.804,8,-5.194,0.33,0.507,144.992,197640
Apologize,Coldplay,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
New Thang,The Chainsmokers,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
New York,The Chainsmokers,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
One More Day,Fall Out Boy,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
River,Juice WRLD,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
Skate,Pop Smoke,72,0.47,0.85,1,-2.825,0.118,0.148,149.876,197840
No I in Team,Kina,75,0.575,0.571,1,-7.906,0.0912,0.449,105.049,197947
Sing It With Me,Olivia Rodrigo,88,0.357,0.425,5,-7.301,0.322,0.27,102.078,198040
Sorry,LOLO,88,0.357,0.425,5,-7.301,0.322,0.27,102.078,198040
When I Need You,Aaron Doh,88,0.357,0.425,5,-7.301,0.322,0.27,102.078,198040
Blinding Lights,Empire of the Sun,75,0.755,0.536,8,-5.605,0.0282,0.882,138.969,198040
Higher,Juice WRLD,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
If I Could,Imagine Dragons,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Levitating,The Weeknd,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Shiv Tandav Stotram,Olivia Rodrigo,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Show Me Love,Olivia Rodrigo,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
The Final Game,One Direction,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Training With Benny,XXXTENTACION,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Vulnerable,Taylor Swift,91,0.677,0.696,0,-6.181,0.42,0.464,90.03,198082
Retour,Seven Lions,60,0.687,0.463,1,-6.635,0.131,0.289,91.031,198187
Big Plans,Alka Yagnik,55,0.52,0.279,5,-10.739,0.103,0.0951,69.642,198627
Someone You Loved,Rihanna,83,0.618,0.443,2,-9.681,0.0829,0.167,119.949,198853
Asphyxia,Christina Perri,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
Good Things Fall Apart,Billie Eilish,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
I Should Quit,Ed Sheeran,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
Mask Off,Bebe Rexha,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
Runnin,OneRepublic,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
Scared to Be Lonely,LANY,75,0.703,0.66,10,-5.119,0.192,0.79,95.031,198947
Hoodie,The Silent Comedy,78,0.703,0.179,4,-10.906,0.102,0.346,97.427,199131
If You Love Her,Imagine Dragons,86,0.866,0.813,11,-4.063,0.0779,0.969,121.998,199440
Cold Skin,Maroon 5,76,0.58,0.586,1,-6.883,0.0755,0.507,147.988,199549
Gone Are The Days,Billie Eilish,76,0.58,0.586,1,-6.883,0.0755,0.507,147.988,199549
Turks,Ava Max,76,0.58,0.586,1,-6.883,0.0755,0.507,147.988,199549
Timber,Pop Smoke,93,0.514,0.73,1,-5.934,0.0897,0.334,171.005,200040
Top Boards,Pop Smoke,78,0.602,0.707,9,-4.097,0.165,0.554,75.087,200187
Someone You Like,Rihanna,79,0.8,0.56,5,-4.818,0.134,0.45,163.071,200221
Midnight,BTS,60,0.534,0.159,7,-14.304,0.109,0.184,80.047,200438
You Raise Me Up,6ix9ine,0,0.878,0.64,0,-5.641,0.0981,0.658,124.069,200524
Aicha,The Cranberries,63,0.305,0.393,0,-8.926,0.106,0.396,180.195,200972
Love The Way You Lie,Carlos Rafael Rivera,68,0.695,0.743,6,-3.85,0.0587,0.634,123.007,201254
NUMB,Macklemore & Ryan Lewis,68,0.695,0.743,6,-3.85,0.0587,0.634,123.007,201254
Beggin,The Local Train,81,0.752,0.488,6,-7.05,0.0936,0.533,136.041,201661
Come & Go,Lucas & Steve,81,0.752,0.488,6,-7.05,0.0936,0.533,136.041,201661
His & Hers,WILDES,81,0.752,0.488,6,-7.05,0.0936,0.533,136.041,201661
Mood,Jonas Blue,81,0.752,0.488,6,-7.05,0.0936,0.533,136.041,201661
Weak,Alan Walker,81,0.752,0.488,6,-7.05,0.0936,0.533,136.041,201661
All My Friends,Dan + Shay,76,0.63,0.446,1,-8.9,0.166,0.177,143.078,202193
Liar,The Weeknd,76,0.63,0.446,1,-8.9,0.166,0.177,143.078,202193
Volví,Taylor Swift,76,0.63,0.446,1,-8.9,0.166,0.177,143.078,202193
Wishing Well,The Chainsmokers,76,0.63,0.446,1,-8.9,0.166,0.177,143.078,202193
Main Title,Bebe Rexha,77,0.477,0.682,1,-4.931,0.0763,0.345,110.567,202205
Change My Clothes,Alan Walker,75,0.653,0.718,3,-5.232,0.0537,0.216,82.034,202805
Circles,Carlos Rafael Rivera,82,0.646,0.741,5,-4.973,0.312,0.571,123.077,203000
Dior,Duncan Laurence,89,0.702,0.825,6,-3.787,0.0674,0.915,102.977,203064
Someone To You,Rihanna,89,0.702,0.825,6,-3.787,0.0674,0.915,102.977,203064
Space Bound,LOLO,77,0.708,0.598,5,-8.365,0.17,0.698,112.027,203123
Call You Mine,ODESZA,84,0.386,0.426,3,-6.642,0.14,0.261,180.104,203385
Chanel Bag,Alan Walker,84,0.386,0.426,3,-6.642,0.14,0.261,180.104,203385
You Right,6ix9ine,71,0.716,0.736,1,-5.18,0.137,0.542,104.018,203953
BED,The Local Train,82,0.581,0.963,11,-4.087,0.139,0.788,129.992,204160
Little Talks,Stateless,49,0.798,0.416,9,-10.195,0.156,0.0549,105.008,204617
Hula Hoop,Marshmello,61,0.703,0.628,0,-5.914,0.384,0.471,138.032,205217
Astronaut In The Ocean,Christina Perri,50,0.568,0.519,1,-5.227,0.108,0.451,159.988,205240
Set Fire to the Rain,Klaas,84,0.625,0.814,0,-5.181,0.158,0.535,144.991,205485
Look What You Made Me Do,Stateless,42,0.41,0.433,0,-11.237,0.0676,0.605,188.079,206320
One More Time,Fall Out Boy,45,0.551,0.767,6,-4.602,0.129,0.391,90.032,206387
Shree Hanuman Chalisa,Olivia Rodrigo,45,0.551,0.767,6,-4.602,0.129,0.391,90.032,206387
detest me,blackbear,83,0.488,0.343,4,-8.985,0.21,0.0978,102.819,206459
All Good Things,blackbear,73,0.53,0.37,6,-9.989,0.112,0.701,140.061,206734
Dusk Till Dawn,Masked Wolf,73,0.53,0.37,6,-9.989,0.112,0.701,140.061,206734
Let Them Know,Taylor Swift,73,0.53,0.37,6,-9.989,0.112,0.701,140.061,206734
So What,Yves V,73,0.53,0.37,6,-9.989,0.112,0.701,140.061,206734
You Know You Like It,Jax Jones,73,0.53,0.37,6,-9.989,0.112,0.701,140.061,206734
We Are Young,Ludovico Einaudi,73,0.503,0.741,4,-5.128,0.0712,0.458,88.335,207030
Blank Space,Empire of the Sun,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Chain My Heart,Alan Walker,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Hard Work Pays Off,Gipsy Kings,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Jocelyn Flores,Big Sean,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Merry-Go-Round,Bella Poarch,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Ransom,The Chainsmokers,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Stereo Love,Pop Smoke,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
That Girl,Kanye West,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
the words,Katy Perry,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Ugly,Ava Max,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Wonder,Gryffin,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
working,Gryffin,69,0.475,0.124,2,-9.463,0.0972,0.19,94.42,207310
Black Hole,Outlandish,73,0.499,0.898,8,-4.181,0.0832,0.618,120.04,207668
Let Me Love You,Lee DeWyze,60,0.762,0.718,1,-5.039,0.118,0.718,98.019,207781
The Best Days,One Direction,76,0.601,0.724,6,-4.856,0.12,0.508,102.061,207905
Morning,Calvin Harris,81,0.532,0.869,11,-5.094,0.136,0.422,159.803,208373
Nobody,Steve Aoki,81,0.532,0.869,11,-5.094,0.136,0.422,159.803,208373
Secrets,Eminem,81,0.532,0.869,11,-5.094,0.136,0.422,159.803,208373
Hear Me Say,The Local Train,0,0.646,0.736,11,-7.658,0.0807,0.28,94.024,208809
Bandit,ZAYN,90,0.762,0.701,8,-3.541,0.123,0.742,110.968,208867
Enjoy Enjaami,Conan Gray,90,0.762,0.701,8,-3.541,0.123,0.742,110.968,208867
Magic,Bebe Rexha,90,0.762,0.701,8,-3.541,0.123,0.742,110.968,208867
Stereo Hearts,Pop Smoke,90,0.762,0.701,8,-3.541,0.123,0.742,110.968,208867
Taste of You,Dua Lipa,90,0.762,0.701,8,-3.541,0.123,0.742,110.968,208867
Come & Get It,Lucas & Steve,51,0.623,0.886,5,-2.409,0.409,0.235,122.095,209016
No Chill,Kina,78,0.528,0.511,3,-8.144,0.101,0.351,100.1,209880
Two of Us,Ava Max,78,0.528,0.511,3,-8.144,0.101,0.351,100.1,209880
Alag Aasmaan,The Cranberries,77,0.69,0.622,5,-5.025,0.116,0.544,102.04,210091
Cruel World,Tom Odell,76,0.783,0.435,7,-7.78,0.0833,0.512,106.974,210220
Tyler Herro,Ava Max,76,0.783,0.435,7,-7.78,0.0833,0.512,106.974,210220
Woah,Mozzy,86,0.808,0.745,10,-5.26,0.292,0.829,165.995,210800
Come My Way,Lucas & Steve,75,0.646,0.355,1,-7.119,0.115,0.364,84.988,210863
Boom,Bo Burnham,84,0.646,0.795,9,-3.293,0.267,0.796,89.99,210960
Everyone Changes,Conan Gray,84,0.646,0.795,9,-3.293,0.267,0.796,89.99,210960
Higher Power,AJR,84,0.646,0.795,9,-3.293,0.267,0.796,89.99,210960
Our World,Romy,84,0.646,0.795,9,-3.293,0.267,0.796,89.99,210960
USSR,Taylor Swift,67,0.507,0.644,4,-7.485,0.217,0.172,179.913,211267
Nightlight,The Chainsmokers,61,0.655,0.473,8,-9.806,0.167,0.572,92.962,211290
bad vibes forever,ZAYN,0,0.507,0.828,10,-6.023,0.261,0.489,178.032,211295
Element,Conan Gray,66,0.61,0.87,2,-4.012,0.064,0.523,125.014,211360
Spin The Block,The Local Train,66,0.61,0.87,2,-4.012,0.064,0.523,125.014,211360
In Cold Light,Matoma,78,0.622,0.712,5,-7.321,0.13,0.487,140.025,211360
Treat You Better,Skylar Grey,93,0.714,0.8,11,-4.808,0.359,0.589,134.002,211560
Just for me,Big Sean,80,0.766,0.709,9,-6.471,0.126,0.506,128.07,211853
By Your Side,Jon Bellion,81,0.468,0.627,6,-5.085,0.11,0.159,179.642,212107
Down Below,Duncan Laurence,81,0.468,0.627,6,-5.085,0.11,0.159,179.642,212107
Hate You Love You,Marshmello,0,0.343,0.621,9,-6.319,0.315,0.522,82.834,212387
Magic in the Air,Bebe Rexha,0,0.343,0.621,9,-6.319,0.315,0.522,82.834,212387
Human Spirit,Marshmello,77,0.707,0.629,0,-4.581,0.138,0.457,122.863,212459
Brother,The Vamps,62,0.541,0.653,5,-5.954,0.126,0.264,123.854,212468
Eastside,Conan Gray,0,0.671,0.336,10,-8.494,0.0577,0.518,75.051,212496
Spirits,The Local Train,0,0.671,0.336,10,-8.494,0.0577,0.518,75.051,212496
Paris,Charlie Puth,73,0.842,0.801,8,-4.167,0.0642,0.617,95.881,212500
Tell Me U Luv Me,Dua Lipa,72,0.595,0.61,7,-6.887,0.0628,0.314,97.974,212522
Back To The Sky,Christina Perri,0,0.564,0.849,0,-3.516,0.12,0.427,102.028,212647
Lose Yourself ,Gryffin,0,0.564,0.849,0,-3.516,0.12,0.427,102.028,212647
White Flag,Trevor Daniel,0,0.564,0.849,0,-3.516,0.12,0.427,102.028,212647
The Thrill,Armaan Malik,65,0.699,0.299,6,-12.599,0.0724,0.459,118.969,212773
Girls Have Fun,Amy Winehouse,80,0.489,0.505,10,-8.022,0.104,0.337,163.255,213707
Lie,Stateless,80,0.489,0.505,10,-8.022,0.104,0.337,163.255,213707
Lose Somebody,Tion Wayne,41,0.234,0.752,1,-5.951,0.118,0.315,62.114,213879
Renegade,Tones And I,65,0.569,0.865,4,-3.844,0.312,0.361,82.011,214363
My House,Calvin Harris,61,0.726,0.304,3,-8.677,0.0853,0.813,91.97,214387
I Did It,Marshmello,64,0.586,0.499,4,-6.627,0.109,0.272,149.79,214400
Training With Mr. Schaibel,Johnny Orlando,86,0.459,0.575,3,-4.858,0.0885,0.183,111.881,215107
Without Me,The Chainsmokers,86,0.459,0.575,3,-4.858,0.0885,0.183,111.881,215107
the way that you see me,Armaan Malik,58,0.643,0.812,1,-6.862,0.276,0.274,86.984,215197
Daylight,blackbear,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Sygrayem,Lost Frequencies,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Todo De Ti,Pop Smoke,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
Unbelievable,XXXTENTACION,90,0.442,0.612,2,-7.222,0.37,0.178,180.917,215507
IDK You Yet,Kanye West,70,0.457,0.899,10,-2.591,0.831,0.298,147.268,215510
Nit Nit,The Chainsmokers,70,0.457,0.899,10,-2.591,0.832,0.298,147.268,215510
Donda,Duncan Laurence,68,0.546,0.73,0,-7.704,0.0972,0.573,157.895,215920
Big Gangsta,Alka Yagnik,0,0.548,0.805,7,-5.732,0.408,0.649,142.096,216387
Honesty,The Silent Comedy,71,0.606,0.9,0,-4.504,0.075,0.233,133.963,216504
Bad Guy,Christina Perri,0,0.508,0.404,10,-11.092,0.104,0.129,81.713,216865
Blinded,Empire of the Sun,75,0.684,0.619,10,-7.005,0.122,0.284,125.046,217440
Losing Interest,Gryffin,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
No Brainer,Kina,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
She Said,Olivia Rodrigo,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
Something Just Like This,OneRepublic,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
The Green Pills,One Direction,77,0.585,0.696,4,-5.6,0.344,0.522,104.01,217640
Kanave Nee Naan,Kevin Gates,82,0.728,0.563,1,-8.053,0.179,0.352,100.017,217707
Loki Green Theme,Stateless,82,0.728,0.563,1,-8.053,0.179,0.352,100.017,217707
Bamboleo,ZAYN,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Easier,Conan Gray,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
I Know You so Well,Zedd,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Impossible,Armaan Malik,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Locked Away,Stateless,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
TLC,Pop Smoke,67,0.614,0.605,0,-5.63,0.162,0.333,127.099,217867
Million Ways,BTS,0,0.523,0.607,1,-4.754,0.106,0.0651,145.837,217867
Stressed Out,Pop Smoke,0,0.523,0.607,1,-4.754,0.106,0.0651,145.837,217867
Black Mask,Anuv Jain,77,0.735,0.584,1,-5.047,0.125,0.395,93.016,219187
Unfamiliar,Taylor Swift,73,0.587,0.648,11,-6.927,0.115,0.281,144.028,220141
The Road,Iron & Wine,68,0.838,0.545,5,-6.713,0.103,0.631,114.998,220590
Do You Believe,Duncan Laurence,78,0.64,0.533,0,-6.596,0.0864,0.515,99.968,220781
Chandelier,Alan Walker,80,0.584,0.54,1,-7.786,0.261,0.195,137.972,220883
Pasadena,Charlie Puth,75,0.748,0.749,8,-5.916,0.0713,0.659,90.09,221013
One Call Away,Carlos Rafael Rivera,87,0.742,0.882,7,-2.862,0.206,0.463,102.04,221176
When I Go,Eminem,87,0.742,0.882,7,-2.862,0.206,0.463,102.04,221176
Tokyo Drift,Pop Smoke,80,0.75,0.56,8,-8.094,0.111,0.459,140.06,221440
Bloodstream,Empire of the Sun,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Pran,The Chainsmokers,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Taki Taki,The Chainsmokers,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Thrusting,Pop Smoke,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Touch It,DJ Snake,74,0.653,0.658,2,-6.428,0.0939,0.219,99.99,221507
Venom,Taylor Swift,56,0.609,0.485,1,-8.715,0.19,0.609,90.912,221538
Shots,Olivia Rodrigo,81,0.73,0.729,4,-3.434,0.349,0.467,113.011,221820
Lowkey,Autograf,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Never Be Lonely,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Never Really Over,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
older,Carlos Rafael Rivera,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Rap God,The Chainsmokers,81,0.704,0.558,2,-7.273,0.107,0.245,110.444,222091
Broken,The Vamps,81,0.631,0.927,9,-2.787,0.148,0.465,123.962,222160
No Me Ame,Kina,66,0.494,0.651,11,-4.127,0.104,0.162,149.979,222400
Without You,Mozzy,66,0.494,0.651,11,-4.127,0.104,0.162,149.979,222400
Lucid Dreams,Dua Lipa,74,0.737,0.636,11,-4.546,0.35,0.565,105.005,222653
Riha,Juice WRLD,74,0.737,0.636,11,-4.546,0.35,0.565,105.005,222653
VIBEZ,Taylor Swift,63,0.553,0.611,6,-6.468,0.149,0.369,154.094,222689
Time,Pop Smoke,53,0.28,0.745,2,-4.523,0.0933,0.186,80.687,223399
say goodbye,The Neighbourhood,71,0.741,0.667,10,-5.445,0.106,0.595,112.956,223504
overwhelmed,Romy,72,0.835,0.869,10,-4.582,0.462,0.82,140.945,224656
The Business,One Direction,78,0.516,0.764,2,-6.223,0.115,0.376,148.021,224693
Insane,Carlos Rafael Rivera,41,0.333,0.0686,9,-28.798,0.11,0.0652,114.127,225345
Let Me Know,Lee DeWyze,56,0.544,0.152,4,-17.995,0.11,0.075,90.863,226184
Rolling in the Deep,Juice WRLD,53,0.7,0.33,4,-7.522,0.122,0.766,119.103,226280
Goodbye To A World,Billie Eilish,36,0.613,0.731,8,-3.993,0.107,0.322,107.071,226542
You should be sad,6ix9ine,85,0.672,0.52,8,-7.747,0.115,0.37,120.001,226600
Deep Blue,blackbear,75,0.51,0.846,3,-4.595,0.208,0.475,139.927,226733
Just My Type,Kevin Gates,76,0.713,0.802,4,-7.055,0.309,0.343,100.001,226739
The Woods,Armaan Malik,76,0.713,0.802,4,-7.055,0.309,0.343,100.001,226739
Mama,Bebe Rexha,60,0.743,0.841,0,-5.189,0.133,0.814,100.003,226800
E-ER,Conan Gray,59,0.46,0.444,7,-6.217,0.0881,0.7,74.977,227335
The Last Goodbye,One Direction,75,0.904,0.723,11,-5.224,0.185,0.835,145.013,227478
BedRock,The Local Train,72,0.799,0.586,11,-6.735,0.193,0.549,120.97,227833
Only Wanna Be With You,Fall Out Boy,52,0.56,0.73,1,-6.355,0.347,0.47,94.99,228275
At My Worst,Christina Perri,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Back To U,Christina Perri,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Maniac,Bebe Rexha,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Sometimes,Bebe Rexha,82,0.393,0.858,4,-2.868,0.102,0.56,176.042,228360
Playing Girev II,Post Malone,61,0.648,0.722,0,-4.813,0.24,0.389,132.973,228827
Got 2 Luv U,Billie Eilish,44,0.541,0.512,1,-8.633,0.151,0.264,120.011,229895
The Reaper,Charles Bradley,44,0.541,0.512,1,-8.633,0.151,0.264,120.011,229895
Big Love,Alka Yagnik,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Ghost Of You,Amy Winehouse,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Hope,Dean Lewis,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Paul - Skit,Charlie Puth,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Play Hard,The Local Train,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Solo,Anirudh Ravichander,54,0.595,0.628,1,-9.449,0.122,0.17,102.029,230000
Me and You,Bebe Rexha,91,0.725,0.86,1,-3.726,0.0674,0.791,175.896,230125
Run,Post Malone,79,0.647,0.823,2,-5.231,0.119,0.396,99.933,230333
The Meetings of the Waters,Olivia Rodrigo,79,0.647,0.823,2,-5.231,0.119,0.396,99.933,230333
wannabe,Taylor Swift,57,0.504,0.597,10,-6.237,0.0949,0.557,117.974,230489
Say My Name,The Neighbourhood,68,0.688,0.835,8,-4.162,0.0795,0.88,84.858,230493
Die For a Man,Justin Bieber,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Only One I Need,Fall Out Boy,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Tick Tock,Pop Smoke,95,0.807,0.893,11,-3.745,0.366,0.537,126.011,230747
Little Do You Know,Stateless,53,0.531,0.459,1,-8.328,0.0767,0.197,120.036,231172
Walked Through Hell,Taylor Swift,53,0.531,0.459,1,-8.328,0.0767,0.197,120.036,231172
OUT WEST,Romy,84,0.743,0.752,4,-4.813,0.287,0.545,110.015,231173
Sorry That I Do That,LOLO,61,0.631,0.732,1,-4.706,0.261,0.549,151.779,231653
Racks 2 Skinny,The Chainsmokers,56,0.552,0.76,11,-6.861,0.313,0.338,104.957,232333
Cocaine,Maroon 5,87,0.825,0.652,1,-3.183,0.0931,0.931,95.977,233713
Takeaway,The Chainsmokers,87,0.825,0.652,1,-3.183,0.0931,0.931,95.977,233713
unravel,Taylor Swift,84,0.609,0.378,4,-9.828,0.28,0.515,100.418,233720
You Should Run,6ix9ine,84,0.609,0.378,4,-9.828,0.28,0.515,100.418,233720
Just Like You,Kevin Gates,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Masquerade,Bebe Rexha,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Vaseegara And Zara Zara Mashup,Taylor Swift,81,0.817,0.775,10,-4.767,0.108,0.806,126.984,234334
Dusty Blue,Conan Gray,66,0.63,0.729,6,-4.93,0.0786,0.44,127.919,234737
THINK ABOUT ME,Pop Smoke,72,0.701,0.554,1,-5.909,0.419,0.0634,97.129,235187
Think About You - Galantis Remix,Pop Smoke,72,0.701,0.554,1,-5.909,0.419,0.0634,97.129,235187
Dharala Prabhu Title Track,blackbear,76,0.853,0.476,8,-6.696,0.111,0.796,92.038,235747
